SeqID,Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,Search Conducted,Search Disposition,Search Outcome,Search Reason,Search Reason For Stop,Search Type,Search Arrest Reason,State,VehicleType,Manufacture Year,Make,Model,Color,Violation Type,Charge,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Charge Hierarchy,Charge Description,Fine,Points,Contr.Acc Fine,Contr.Acc Points,Section,Driver_City_Latitude,Driver_City_Longitude
6e8c6de8-76c9-4337-995c-0475aec78a45,1/1/2025,0:10:00,MCP,Headquarters and Special Operations,DRIVER SPINNING WHEELS,GARLAND/ DOMER,38.99669667,-76.99833,No,No,No,No,No,No,No,No,No,No,No,,Citation,,21-901.1(a),,,MD,02 - Automobile,2001,FORD,PC,GREEN,Citation,21-1117(c),FALSE,OTHER,M,FORT WASHINGTON,MD,MD,A - Marked Patrol,21-1117,,$70.00 ,1,$110.00 ,3,Rules of Road,38.73799485,-77.0043136
4ea2164c-934b-4cea-80a4-09d041544fb3,1/1/2025,12:59:00,MCP,Headquarters and Special Operations,DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,VIERS MILL RD AND TWINBROOK PKWY,39.07336867,-77.11185467,No,No,No,No,No,No,No,No,No,No,No,,Citation,,13-411(d),,,MD,02 - Automobile,2021,TOYOTA,CAMRY,BLACK,Citation,13-411(d),FALSE,OTHER,M,ROCKVILLE,MD,MD,B - Unmarked Patrol,13-411,,$70.00 ,0,$70.00 ,0,Certificates of Title and Registration of Vehicles,39.0817985,-77.1516844
9c5db93e-59e9-44f7-a29a-227470d21e6c,1/1/2025,12:42:00,MCP,Headquarters and Special Operations,FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,W/B MD 198 @ OFF-RAMP FROM N/B MD 29,39.112625,-76.93054667,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,,Unknown,,,MD,02 - Automobile,2022,TOYOTA,CAMRY,SILVER,Citation,16-112(c),FALSE,WHITE,F,BURTONSVILLE,MD,MD,A - Marked Patrol,16-112,,$50.00 ,0,$50.00 ,0,Drivers' Licenses,39.1096795,-76.93049276
263b9446-fdb8-436c-a685-19e1e458655a,1/1/2025,14:29:00,MCP,Headquarters and Special Operations,EXCEEDING POSTED MAXIMUM SPEED LIMIT: 64 MPH IN A POSTED 55 MPH ZONE,S/B MD 29 @ OFF-RAMP FR B/C S/C,39.1077,-76.93163833,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,,Unknown,,,MD,02 - Automobile,2022,TOYOTA,CAMRY,WHITE,Citation,21-801.1,FALSE,ASIAN,F,SILVER SPRING,MD,MD,Q - Marked Laser,21-801.1,Maximum Limits,$530.00 ,5,$530.00 ,5,Speed Restrictions,38.9997621,-77.0240371
e8eaaa16-e984-4339-a563-32a4d6b1f6aa,1/1/2025,14:50:00,MCP,Headquarters and Special Operations,EXCEEDING POSTED MAXIMUM SPEED LIMIT: 64 MPH IN A POSTED 55 MPH ZONE,S/B MD 29 @ OFF-RAMP FR B/C S/C,39.10492833,-76.93316833,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,,Unknown,,,MD,02 - Automobile,2015,NISSAN,MURANO,WHITE,Citation,21-801.1,FALSE,BLACK,M,SILVER SPRING,MD,MD,Q - Marked Laser,21-801.1,Maximum Limits,$530.00 ,5,$530.00 ,5,Speed Restrictions,38.9997621,-77.0240371
f5118ae3-d9fe-4bf7-ac4f-9c86558650aa,1/2/2025,16:56:00,MCP,Headquarters and Special Operations,"DRIVING, ATTEMPTING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION",RANDOLPH RD @ FAIRLAND,39.07613333,-77.001275,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,,Unknown,,,VA,02 - Automobile,2014,HONDA,ACCORD,RED,Citation,16-101(a1),FALSE,WHITE,M,ALEXANDRIA,VA,VA,A - Marked Patrol,16-101,,MA,5,MA,5,Drivers' Licenses,38.8051095,-77.0470229
2daa8884-7fd9-4eee-93ef-3970f4767ccd,1/3/2025,7:54:00,MCP,Headquarters and Special Operations,FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,RANDOLPH RD @ CONNECTICUT AVE,39.05738,-77.07737167,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,,Unknown,,,MD,02 - Automobile,2014,TOYOTA,4DR,GRAY,Citation,16-112(c),FALSE,WHITE,M,BELTSVILLE,MD,MD,A - Marked Patrol,16-112,,$50.00 ,0,$50.00 ,0,Drivers' Licenses,39.0397735,-76.92718506
2daa8884-7fd9-4eee-93ef-3970f4767ccd,1/3/2025,7:54:00,MCP,Headquarters and Special Operations,"DRIVING, ATTEMPTING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION",RANDOLPH RD @ CONNECTICUT AVE,39.05738,-77.07737167,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,,Unknown,,,MD,02 - Automobile,2014,TOYOTA,4DR,GRAY,Citation,16-101(a1),FALSE,WHITE,M,BELTSVILLE,MD,MD,A - Marked Patrol,16-101,,MA,5,MA,5,Drivers' Licenses,39.0397735,-76.92718506
2daa8884-7fd9-4eee-93ef-3970f4767ccd,1/3/2025,7:54:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,RANDOLPH RD @ CONNECTICUT AVE,39.05738,-77.07737167,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,,Unknown,,,MD,02 - Automobile,2014,TOYOTA,4DR,GRAY,Citation,21-201(a1),FALSE,WHITE,M,BELTSVILLE,MD,MD,A - Marked Patrol,21-201,,$90.00 ,1,$130.00 ,3,Rules of Road,39.0397735,-76.92718506
cca6c701-670f-4dfc-8931-cc4f03af0262,1/1/2025,3:21:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,GREAT SENECA HWY @ KEY WEST AVE,39.094245,-77.20796167,No,No,No,No,No,No,No,No,No,No,Yes,Contraband Only,Arrest,Incident to Arrest,21-201(a1),Both,Stop,MD,02 - Automobile,2019,TOYOTA,CAMRY,SILVER,Citation,21-201(a1),FALSE,WHITE,M,ROCKVILLE,MD,MD,B - Unmarked Patrol,21-201,,$90.00 ,1,$130.00 ,3,Rules of Road,39.0817985,-77.1516844
cca6c701-670f-4dfc-8931-cc4f03af0262,1/1/2025,3:21:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO STOP AT STOP SIGN LINE,GREAT SENECA HWY @ KEY WEST AVE,39.094245,-77.20796167,No,No,No,No,No,No,No,No,No,No,Yes,Contraband Only,Arrest,Incident to Arrest,21-201(a1),Both,Stop,MD,02 - Automobile,2019,TOYOTA,CAMRY,SILVER,Citation,21-707(a),FALSE,WHITE,M,ROCKVILLE,MD,MD,B - Unmarked Patrol,21-707,,$90.00 ,1,$130.00 ,3,Rules of Road,39.0817985,-77.1516844
cca6c701-670f-4dfc-8931-cc4f03af0262,1/1/2025,3:21:00,MCP,Headquarters and Special Operations,EXCEEDING POSTED MAXIMUM SPEED LIMIT: 54 MPH IN A POSTED 45 MPH ZONE,GREAT SENECA HWY @ KEY WEST AVE,39.094245,-77.20796167,No,No,No,No,No,No,No,No,No,No,Yes,Contraband Only,Arrest,Incident to Arrest,21-201(a1),Both,Stop,MD,02 - Automobile,2019,TOYOTA,CAMRY,SILVER,Citation,21-801.1,FALSE,WHITE,M,ROCKVILLE,MD,MD,B - Unmarked Patrol,21-801.1,Maximum Limits,$530.00 ,5,$530.00 ,5,Speed Restrictions,39.0817985,-77.1516844
cca6c701-670f-4dfc-8931-cc4f03af0262,1/1/2025,3:21:00,MCP,Headquarters and Special Operations,DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN,GREAT SENECA HWY @ KEY WEST AVE,39.094245,-77.20796167,No,No,No,No,No,No,No,No,No,No,Yes,Contraband Only,Arrest,Incident to Arrest,21-201(a1),Both,Stop,MD,02 - Automobile,2019,TOYOTA,CAMRY,SILVER,Citation,21-202(i1),FALSE,WHITE,M,ROCKVILLE,MD,MD,B - Unmarked Patrol,21-202,,$90.00 ,2,$130.00 ,3,Rules of Road,39.0817985,-77.1516844
770d0b11-a4cf-4cc2-b821-047a54875fe9,1/2/2025,11:18:00,MCP,Headquarters and Special Operations,FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,RANDOLOPH / HUNTERS LANE,39.053935,-77.101225,No,Yes,No,No,No,No,No,No,No,No,No,,Citation,,61,,,MD,02 - Automobile,2013,BMW,SD,GRAY,Citation,16-112(c),FALSE,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,16-112,,$50.00 ,0,$50.00 ,0,Drivers' Licenses,38.9997621,-77.0240371
a1f1be91-7a6f-4a48-9715-d8f4ba6b2191,1/2/2025,13:08:00,MCP,Headquarters and Special Operations,OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL,RANDOLPH / PARKLAWN,39.05439333,-77.09161167,No,Yes,No,No,No,No,No,No,No,No,No,,Citation,,61,,,MD,02 - Automobile,2004,HOND,SD,BLACK,Citation,22-406(i1),FALSE,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,22-406,,$70.00 ,0,$70.00 ,0,Equipment of Vehicles,38.9997621,-77.0240371
a1f1be91-7a6f-4a48-9715-d8f4ba6b2191,1/2/2025,13:08:00,MCP,Headquarters and Special Operations,INSTALLING WINDOW TINTING MATERIAL NOT IN COMPLIANCE WITH REQUIREMENTS,RANDOLPH / PARKLAWN,39.05439333,-77.09161167,No,Yes,No,No,No,No,No,No,No,No,No,,Citation,,61,,,MD,02 - Automobile,2004,HOND,SD,BLACK,Citation,22-406(i3),FALSE,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,22-406,,$70.00 ,0,$70.00 ,0,Equipment of Vehicles,38.9997621,-77.0240371
a1f1be91-7a6f-4a48-9715-d8f4ba6b2191,1/2/2025,13:08:00,MCP,Headquarters and Special Operations,DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,RANDOLPH / PARKLAWN,39.05439333,-77.09161167,No,Yes,No,No,No,No,No,No,No,No,No,,Citation,,61,,,MD,02 - Automobile,2004,HOND,SD,BLACK,Citation,13-401(h),FALSE,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,13-401,,$150.00 ,0,$150.00 ,0,Certificates of Title and Registration of Vehicles,38.9997621,-77.0240371
a1f1be91-7a6f-4a48-9715-d8f4ba6b2191,1/2/2025,13:08:00,MCP,Headquarters and Special Operations,KNOWINGLY DRIVING UNINSURED VEHICLE,RANDOLPH / PARKLAWN,39.05439333,-77.09161167,No,Yes,No,No,No,No,No,No,No,No,No,,Citation,,61,,,MD,02 - Automobile,2004,HOND,SD,BLACK,Citation,17-107(a1),FALSE,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,17-107,,MA,5,MA,5,Financial Responsibility and Vehicle Registration,38.9997621,-77.0240371
f020dd49-2aac-4580-a0eb-822c81eddfbc,1/2/2025,13:43:00,MCP,Headquarters and Special Operations,OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL,VEIRS MILL / PARKLAND,39.058175,-77.086165,No,Yes,No,No,No,No,No,No,No,No,No,,Citation,,61,,,MD,02 - Automobile,2019,HOND,SD,WHITE,Citation,22-406(i1),FALSE,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,22-406,,$70.00 ,0,$70.00 ,0,Equipment of Vehicles,38.9997621,-77.0240371
e5648786-5a8e-49e4-8903-274090a22933,1/1/2025,11:54:00,MCP,Headquarters and Special Operations,EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,RANDOLPH RD AND ROCKINGHORSE RD,39.05381283,-77.09177733,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,,Unknown,,,MD,02 - Automobile,2002,TOYOTA,SD,WHITE,Warning,21-801.1,FALSE,HISPANIC,M,ROCKVILLE,MD,MD,J - Unmarked Moving Radar (Moving),21-801.1,Maximum Limits,$290.00 ,5,$290.00 ,5,Speed Restrictions,39.0817985,-77.1516844
1c38b658-abc0-4f6d-b74f-79377cdbebd1,1/1/2025,12:07:00,MCP,Headquarters and Special Operations,DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN,CONNECTICUT AVE AND PLYERS MILL RD,39.02940117,-77.07431667,No,No,No,No,No,No,No,No,No,No,No,,Warning,,21-202(i1),,,MD,02 - Automobile,2024,HONDA,CIVIC,WHITE,Warning,21-202(i1),FALSE,HISPANIC,M,SILVER SPRING,MD,MD,B - Unmarked Patrol,21-202,,$90.00 ,2,$130.00 ,3,Rules of Road,38.9997621,-77.0240371
2a03f144-7d88-487b-9eaa-cd2988789d76,1/1/2025,12:38:00,MCP,Headquarters and Special Operations,DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,RANDOLPH RD AND ROCKINGHORSE RD,39.054026,-77.0940005,No,No,No,No,No,No,No,No,No,No,No,,Warning,,13-411(d),,,MD,02 - Automobile,2013,ACURA,TL,GRAY,Warning,13-411(d),FALSE,OTHER,M,SILVER SPRING,MD,MD,B - Unmarked Patrol,13-411,,$70.00 ,0,$70.00 ,0,Certificates of Title and Registration of Vehicles,38.9997621,-77.0240371
56c37975-2a26-4566-98ea-634fc2a54af4,1/1/2025,12:51:00,MCP,Headquarters and Special Operations,DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,VIERS MILL RD AND PARKLAND DR,39.064452,-77.096809,No,No,No,No,No,No,No,No,No,No,No,,Warning,,13-411(d),,,MD,02 - Automobile,2020,HONDA,CRV,BLACK,Warning,13-411(d),FALSE,WHITE,M,SILVER SPRING,MD,MD,B - Unmarked Patrol,13-411,,$70.00 ,0,$70.00 ,0,Certificates of Title and Registration of Vehicles,38.9997621,-77.0240371
4ea2164c-934b-4cea-80a4-09d041544fb3,1/1/2025,12:59:00,MCP,Headquarters and Special Operations,DRIVING VEH. ON HWY. WITH UNPAID REGISTRATION FEE,VIERS MILL RD AND TWINBROOK PKWY,39.07336867,-77.11185467,No,No,No,No,No,No,No,No,No,No,No,,Citation,,13-411(d),,,MD,02 - Automobile,2021,TOYOTA,CAMRY,BLACK,Warning,13-401(d),FALSE,OTHER,M,ROCKVILLE,MD,MD,B - Unmarked Patrol,13-401,,$290.00 ,0,$290.00 ,0,Certificates of Title and Registration of Vehicles,39.0817985,-77.1516844
4ea2164c-934b-4cea-80a4-09d041544fb3,1/1/2025,12:59:00,MCP,Headquarters and Special Operations,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,VIERS MILL RD AND TWINBROOK PKWY,39.07336867,-77.11185467,No,No,No,No,No,No,No,No,No,No,No,,Citation,,13-411(d),,,MD,02 - Automobile,2021,TOYOTA,CAMRY,BLACK,Warning,13-409(b),FALSE,OTHER,M,ROCKVILLE,MD,MD,B - Unmarked Patrol,13-409,,$50.00 ,0,$50.00 ,0,Certificates of Title and Registration of Vehicles,39.0817985,-77.1516844
3a45c8f2-ff48-47c3-aa39-2563bd11852d,1/1/2025,21:23:00,MCP,Headquarters and Special Operations,EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,NB NEW HAMPSHIRE AVE AT ELRID DRIVE SS,39.06587833,-77.00006167,No,No,No,No,No,No,No,No,No,No,No,,Warning,,21-801.1,,,MD,02 - Automobile,2021,HOND,CIVIC 4D,BLACK,Warning,21-801.1,FALSE,HISPANIC,M,SILVER SPRING,MD,MD,B - Unmarked Patrol,21-801.1,Maximum Limits,$530.00 ,5,$530.00 ,5,Speed Restrictions,38.9997621,-77.0240371
8fd2ab40-447d-4cca-b60c-0917b35a1963,1/2/2025,2:31:00,MCP,Headquarters and Special Operations,DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,NB RT 27 @ SWEEPSTAKES RD GERMANTOWN,39.26146,-77.22221833,No,No,No,No,No,No,No,No,No,No,No,,Warning,,21-801(a),,,MD,02 - Automobile,2022,HONDA,CIVIC 4DR,BLUE,Warning,21-801(a),FALSE,BLACK,M,MOUNT AIRY,MD,MD,B - Unmarked Patrol,21-801,,$90.00 ,1,$130.00 ,3,Speed Restrictions,39.3765918,-77.1549078
8fd2ab40-447d-4cca-b60c-0917b35a1963,1/2/2025,2:31:00,MCP,Headquarters and Special Operations,DRIVING OFF ROADWAY WHILE PASSING VEHICLE,NB RT 27 @ SWEEPSTAKES RD GERMANTOWN,39.26146,-77.22221833,No,No,No,No,No,No,No,No,No,No,No,,Warning,,21-801(a),,,MD,02 - Automobile,2022,HONDA,CIVIC 4DR,BLUE,Warning,21-304(c),FALSE,BLACK,M,MOUNT AIRY,MD,MD,B - Unmarked Patrol,21-304,,$110.00 ,1,$150.00 ,3,Rules of Road,39.3765918,-77.1549078
e5bad481-a8d0-4313-97c7-9a045bac421f,1/2/2025,6:38:00,MCP,Headquarters and Special Operations,EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,MONTROSE RD @ EVELYN DR,39.05363333,-77.13648667,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,,Unknown,,,MD,02 - Automobile,2019,ACUR,UT,SILVER,Warning,21-801.1,FALSE,HISPANIC,F,GAITHERSBURG,MD,MD,Q - Marked Laser,21-801.1,Maximum Limits,$290.00 ,5,$290.00 ,5,Speed Restrictions,39.1399187,-77.1929215
e5bad481-a8d0-4313-97c7-9a045bac421f,1/2/2025,6:38:00,MCP,Headquarters and Special Operations,FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,MONTROSE RD @ EVELYN DR,39.05363333,-77.13648667,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,,Unknown,,,MD,02 - Automobile,2019,ACUR,UT,SILVER,Warning,16-112(c),FALSE,HISPANIC,F,GAITHERSBURG,MD,MD,Q - Marked Laser,16-112,,$50.00 ,0,$50.00 ,0,Drivers' Licenses,39.1399187,-77.1929215
df7ce2b0-fd56-46a6-9a27-f09ae2ef74ad,1/2/2025,6:47:00,MCP,Headquarters and Special Operations,EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,MONTROSE RD @ EVELYN DR,39.05388167,-77.13796,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,,Unknown,,,MD,02 - Automobile,2004,TOYOTA,SOLARA,SILVER,Warning,21-801.1,FALSE,HISPANIC,M,ROCKVILLE,MD,MD,Q - Marked Laser,21-801.1,Maximum Limits,$290.00 ,5,$290.00 ,5,Speed Restrictions,39.0817985,-77.1516844
46c8d275-07da-4b08-a39a-91f192796fa9,1/2/2025,6:54:00,MCP,Headquarters and Special Operations,EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,MONTROSE RD @ EVELYN DR,39.05382833,-77.13710667,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,,Unknown,,,MD,02 - Automobile,2023,HONDA,HRV,BLACK,Warning,21-801.1,FALSE,WHITE,F,SILVER SPRING,MD,MD,Q - Marked Laser,21-801.1,Maximum Limits,$290.00 ,5,$290.00 ,5,Speed Restrictions,38.9997621,-77.0240371
93381cb1-3a2b-4a89-b49e-65966ba27a65,1/2/2025,7:05:00,MCP,Headquarters and Special Operations,EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,MONTROSE RD @ EVELYN DR,39.05446833,-77.13713333,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,,Unknown,,,MD,02 - Automobile,2024,TESLA,4S,BLACK,Warning,21-801.1,FALSE,WHITE,M,GAITHERSBURG,MD,MD,Q - Marked Laser,21-801.1,Maximum Limits,$290.00 ,5,$290.00 ,5,Speed Restrictions,39.1399187,-77.1929215
73e512a8-89bb-4431-94d8-9675428f1c08,1/2/2025,7:09:00,MCP,Headquarters and Special Operations,EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,MONTROSE RD @ EVELYN DR,39.053915,-77.13750333,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,,Unknown,,,MD,02 - Automobile,2018,JEEP,GC,GRAY,Warning,21-801.1,FALSE,WHITE,F,ROCKVILLE,MD,MD,Q - Marked Laser,21-801.1,Maximum Limits,$290.00 ,5,$290.00 ,5,Speed Restrictions,39.0817985,-77.1516844
ece55dd0-0ed5-48ca-b92d-e8d5c0b6f8d7,1/3/2025,10:27:00,MCP,"1st District, Rockville",DRIVER FAILURE TO STOP AT STOP SIGN LINE,ARDENNES AVE/VANDEGRIFT AVE,39.06748833,-77.11828,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,,Unknown,,,MD,02 - Automobile,2014,HONDA,CIVIC,PINK,Warning,21-707(a),FALSE,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,21-707,,$90.00 ,1,$130.00 ,3,Rules of Road,39.0817985,-77.1516844
f39ade4d-6b39-4cc2-9cb9-b6a715846c3e,1/1/2025,7:04:00,MCP,"5th District, Germantown",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,NB RIDGE RD AT BRINK RD,39.2126095,-77.23906367,No,No,No,No,No,No,No,No,No,No,No,,Warning,,21-801(a),,,MD,02 - Automobile,2008,CHEV,4S,MAROON,Warning,21-801(a),FALSE,WHITE,M,SYKESVILLE,MD,MD,A - Marked Patrol,21-801,,$90.00 ,1,$130.00 ,3,Speed Restrictions,39.365992,-76.9688737
f39ade4d-6b39-4cc2-9cb9-b6a715846c3e,1/1/2025,7:04:00,MCP,"5th District, Germantown",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,NB RIDGE RD AT BRINK RD,39.2126095,-77.23906367,No,No,No,No,No,No,No,No,No,No,No,,Warning,,21-801(a),,,MD,02 - Automobile,2008,CHEV,4S,MAROON,Warning,21-201(a1),FALSE,WHITE,M,SYKESVILLE,MD,MD,A - Marked Patrol,21-201,,$90.00 ,1,$130.00 ,3,Rules of Road,39.365992,-76.9688737
2c02dd95-ef26-4301-8332-c2a8824a4de0,1/3/2025,8:04:00,MCP,"6th District, Gaithersburg / Montgomery Village",FAILURE TO STOP AT STOP SIGN,BARNESVILLE @ 109,39.223115,-77.37465767,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,,Unknown,,,MD,02 - Automobile,2012,TOYOTA,SUV,BLACK,Warning,21-707(a),FALSE,WHITE,F,POOLESVILLE,MD,MD,B - Unmarked Patrol,21-707,,$90.00 ,1,$130.00 ,3,Rules of Road,39.146088,-77.4166561
4321f27d-c795-47bd-bddd-f4d80f37995a,1/3/2025,8:30:00,MCP,"6th District, Gaithersburg / Montgomery Village",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,21800 BEALLSVILLE RD,39.21035183,-77.38139567,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,,Unknown,,,MD,02 - Automobile,2014,SUBARU,SW,BLUE,Warning,21-801.1,FALSE,WHITE,F,POOLESVILLE,MD,MD,B - Unmarked Patrol,21-801.1,Maximum Limits,$290.00 ,5,$290.00 ,5,Speed Restrictions,39.146088,-77.4166561
36253561-c8f7-4238-ac73-e81744db66b1,1/3/2025,8:44:00,MCP,"6th District, Gaithersburg / Montgomery Village",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,21800 BEALLSVILLE RD,39.2103445,-77.38140933,No,No,No,No,No,Yes,No,No,No,No,Unknown,,Unknown,,Unknown,,,MD,06 - Heavy Duty Truck,2009,PTRB,TK,WHITE,Warning,21-801.1,FALSE,WHITE,M,BOONSBORO,MD,MD,B - Unmarked Patrol,21-801.1,Maximum Limits,$290.00 ,5,$290.00 ,5,Speed Restrictions,39.506926,-77.6522171
fe8a6457-945e-4ef7-a85c-8ef27b41f862,1/3/2025,8:54:00,MCP,"6th District, Gaithersburg / Montgomery Village",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,21715 BEALLSVILLE RD,39.21038433,-77.38140267,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,,Unknown,,,MD,02 - Automobile,2009,CHEV,SD,BLUE,Warning,21-801.1,FALSE,WHITE,F,POOLESVILLE,MD,MD,B - Unmarked Patrol,21-801.1,Maximum Limits,$290.00 ,5,$290.00 ,5,Speed Restrictions,39.146088,-77.4166561
d70dd310-304c-42a9-a8f8-16f331b45240,1/3/2025,8:57:00,MCP,"6th District, Gaithersburg / Montgomery Village",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,21800 BEALLSVILLE RD,39.21041333,-77.3814095,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,,Unknown,,,MD,02 - Automobile,2015,JEEP,UT,GRAY,Warning,21-801.1,FALSE,WHITE,F,POOLESVILLE,MD,MD,B - Unmarked Patrol,21-801.1,Maximum Limits,$290.00 ,5,$290.00 ,5,Speed Restrictions,39.146088,-77.4166561
8bfbbe8c-ddef-4b1b-a488-f5754984903d,1/3/2025,9:07:00,MCP,"6th District, Gaithersburg / Montgomery Village",FAILURE TO STOP AT STOP SIGN,BARNESVILLE @ 109,39.22077233,-77.370976,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,,Unknown,,,MD,02 - Automobile,2017,HONDA,CRV,BLACK,Warning,21-707(a),FALSE,WHITE,F,DICKERSON,MD,MD,B - Unmarked Patrol,21-707,,$90.00 ,1,$130.00 ,3,Rules of Road,39.220104,-77.424153
35f88467-855b-4936-883c-c6449ee3d4c6,1/3/2025,9:20:00,MCP,"6th District, Gaithersburg / Montgomery Village",FAILURE TO STOP AT STOP SIGN,BARNESVILLE @ 109,39.22110167,-77.38135267,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,,Unknown,,,MD,01 - Motorcycle,2017,BUIC,TK,WHITE,Warning,21-707(a),FALSE,WHITE,M,CLARKSBURG,MD,MD,B - Unmarked Patrol,21-707,,$90.00 ,1,$130.00 ,3,Rules of Road,39.2806451,-80.3445341
6d131ff2-dbc9-4110-8a06-54b088937a98,1/3/2025,9:38:00,MCP,"6th District, Gaithersburg / Montgomery Village",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,21800 BEALLSVILLE RD,39.21040367,-77.3813945,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,,Unknown,,,MD,29 - Unknown,2015,NISSAN,SUV,MAROON,Warning,21-801.1,FALSE,OTHER,F,FREDERICK,MD,MD,B - Unmarked Patrol,21-801.1,Maximum Limits,$290.00 ,5,$290.00 ,5,Speed Restrictions,39.2127031,-78.279166
